Sampling apparatus,Device Opening Dimension (cm),Min particle size um,Max particle size um,Sampling location,System,freshwater_saltwater,Single Measurement conc (#/m3),Minimum conc (#/m3),Mean conc (#/m3),Median conc (#/m3),Maximum conc (#/m3),"Standard
deviation conc (#/m3)",Probability distribution,Reference
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Longyang Lake, China",Lake,Freshwater,N.A.,4.35E+03,5.28E+03,N.A.,5.80E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Moshui Lake, China",Lake,Freshwater,N.A.,4.62E+03,5.66E+03,N.A.,5.72E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Nan Lake, China",Lake,Freshwater,N.A.,4.90E+03,5.75E+03,N.A.,6.96E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Nantaizi Lake, China",Lake,Freshwater,N.A.,5.50E+03,6.16E+03,N.A.,6.75E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Sha Lake, China",Lake,Freshwater,N.A.,5.78E+03,6.39E+03,N.A.,7.00E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Sanjiao Lake, China",Lake,Freshwater,N.A.,2.40E+03,3.95E+03,N.A.,5.80E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Tangxun Lake, China",Lake,Freshwater,N.A.,2.48E+03,3.34E+03,N.A.,4.40E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Tazi Lake, China",Lake,Freshwater,N.A.,5.25E+03,6.18E+03,N.A.,7.10E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Wu Lake, China",Lake,Freshwater,N.A.,1.16E+03,1.66E+03,N.A.,2.38E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Yandong Lake, China",Lake,Freshwater,N.A.,2.28E+03,2.55E+03,N.A.,3.13E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Yanxi Lake, China",Lake,Freshwater,N.A.,1.60E+03,2.40E+03,N.A.,3.25E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Zhushan Lake, China",Lake,Freshwater,N.A.,2.45E+03,2.52E+03,N.A.,2.65E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Yangtze River, China",River,Freshwater,N.A.,1.45E+03,2.52E+03,N.A.,4.00E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
Teflon pump (0-20 cm deep); 50 μm stainless steel sieve.,,50,5000,"Hanjiang River, China",River,Freshwater,N.A.,2.60E+03,2.93E+03,N.A.,3.20E+03,N.A.,Triangular: min-mean-max,Wang et al. (2017)
"Plankton net: 65 cm diameter, 333 μm mesh size. Half kept under water. 100 μm filtration.",65,333,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,2.00E+00,N.A.,N.A.,2.63E+00,Normal: mean and SD,Su et al. (2016)
"Plankton net: 65 cm diameter, 333 μm mesh size. Half kept under water. 100 μm filtration.",65,333,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,7.00E+00,N.A.,N.A.,5.33E+00,Normal: mean and SD,Su et al. (2016)
"Plankton net: 65 cm diameter, 333 μm mesh size. Half kept under water. 100 μm filtration.",65,333,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,1.63E+01,N.A.,N.A.,5.67E+00,Normal: mean and SD,Su et al. (2016)
Steel sampler at each site (bottles). 5 μm filtration.,,5,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,7.20E+03,N.A.,N.A.,7.00E+02,Normal: mean and SD,Su et al. (2016)
Steel sampler at each site (bottles). 5 μm filtration.,,5,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,8.90E+03,N.A.,N.A.,5.10E+03,Normal: mean and SD,Su et al. (2016)
Steel sampler at each site (bottles). 5 μm filtration.,,5,5000,"Taihu Lake, China",Lake,Freshwater,N.A.,N.A.,1.56E+04,N.A.,N.A.,7.40E+03,Normal: mean and SD,Su et al. (2016)
"Driftnets: 0.5 m diameter, 500 μm mesh size.",50,500,5000,"Danube Alluvial Zone National Park, Austria",,Freshwater,N.A.,0.00E+00,9.38E+02,N.A.,1.42E+05,N.A.,Triangular: min-mean-max,Lechner et al. (2014)
"Driftnets: 0.5 m diameter, 500 μm mesh size.",50,500,5000,"Danube Alluvial Zone National Park, Austria",,Freshwater,N.A.,0.00E+00,5.51E+01,N.A.,7.45E+02,N.A.,Triangular: min-mean-max,Lechner et al. (2014)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,1.61E+02,2.20E+02,N.A.,2.51E+02,N.A.,Triangular: min-mean-max,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,1.18E+02,1.32E+02,N.A.,1.57E+02,N.A.,Triangular: min-mean-max,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,1.68E+02,2.17E+02,N.A.,2.54E+02,N.A.,Triangular: min-mean-max,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,6.58E+00,9.79E+00,N.A.,1.27E+01,N.A.,Triangular: min-mean-max,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,1.05E+01,1.59E+01,N.A.,2.28E+01,N.A.,Triangular: min-mean-max,Dris et al. (2015)
Plankton net: 80 μm mesh size. 0.1-0.35 m surface layer.,35,80,5000,"River Seine, France",River,Freshwater,N.A.,1.62E+01,4.12E+01,N.A.,9.12E+01,N.A.,Triangular: min-mean-max,Dris et al. (2015)
